2409:8021:1050::,2409:8021:1050:ffff:ffff:ffff:ffff:ffff,56046,China Mobile Communications Corporation
2409:8021:1051::,2409:8021:105f:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8021:1060::,2409:8021:1060:ffff:ffff:ffff:ffff:ffff,56046,China Mobile Communications Corporation
2409:8021:1061::,2409:8021:106f:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8021:1070::,2409:8021:1070:ffff:ffff:ffff:ffff:ffff,56046,China Mobile Communications Corporation
2409:8021:1071::,2409:8021:107f:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8021:1080::,2409:8021:1080:ffff:ffff:ffff:ffff:ffff,56046,China Mobile Communications Corporation
2409:8021:1081::,2409:8021:108f:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8021:1090::,2409:8021:1090:ffff:ffff:ffff:ffff:ffff,56046,China Mobile Communications Corporation
2409:8021:1091::,2409:8021:109f:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8021:10a0::,2409:8021:10a0:ffff:ffff:ffff:ffff:ffff,56046,China Mobile Communications Corporation
2409:8021:10a1::,2409:8021:10af:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8021:10b0::,2409:8021:10b0:ffff:ffff:ffff:ffff:ffff,56046,China Mobile Communications Corporation
2409:8021:10b1::,2409:8021:10bf:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8021:10c0::,2409:8021:10c0:ffff:ffff:ffff:ffff:ffff,56046,China Mobile Communications Corporation
2409:8021:10c1::,2409:8021:10cf:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8021:10d0::,2409:8021:10d0:ffff:ffff:ffff:ffff:ffff,56046,China Mobile Communications Corporation
2409:8021:10d1::,2409:8027:804:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8027:805::,2409:8027:805:ffff:ffff:ffff:ffff:ffff,56046,China Mobile Communications Corporation
2409:8027:806::,2409:8027:290b:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8027:290c::,2409:8027:290c:ffff:ffff:ffff:ffff:ffff,56046,China Mobile Communications Corporation
2409:8027:290d::,2409:8027:2b0f:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8027:2b10::,2409:8027:2b10:ffff:ffff:ffff:ffff:ffff,56046,China Mobile Communications Corporation
2409:8027:2b11::,2409:8027:2c0a:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8027:2c0b::,2409:8027:2c0b:ffff:ffff:ffff:ffff:ffff,56046,China Mobile Communications Corporation
2409:8027:2c0c::,2409:8027:2c0c:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8027:2c0d::,2409:8027:2c0d:ffff:ffff:ffff:ffff:ffff,56046,China Mobile Communications Corporation
2409:8027:2c0e::,2409:8027:ffff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8028::,2409:8028:ff:ffff:ffff:ffff:ffff:ffff,56041,China Mobile Communications Corporation
2409:8028:100::,2409:8028:7ff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8028:800::,2409:8028:8ef:ffff:ffff:ffff:ffff:ffff,56041,China Mobile Communications Corporation
2409:8028:8f0::,2409:8028:8f0:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8028:8f1::,2409:8028:8ff:ffff:ffff:ffff:ffff:ffff,56041,China Mobile Communications Corporation
2409:8028:900::,2409:8028:17ff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8028:1800::,2409:8028:18ff:ffff:ffff:ffff:ffff:ffff,56041,China Mobile Communications Corporation
2409:8028:1900::,2409:8028:1fff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8028:2000::,2409:8028:20ff:ffff:ffff:ffff:ffff:ffff,56041,China Mobile Communications Corporation
2409:8028:2100::,2409:8028:2aff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8028:2b00::,2409:8028:2bff:ffff:ffff:ffff:ffff:ffff,56041,China Mobile Communications Corporation
2409:8028:2c00::,2409:8028:2fff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8028:3000::,2409:8028:30ff:ffff:ffff:ffff:ffff:ffff,56041,China Mobile Communications Corporation
2409:8028:3100::,2409:8028:37ff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8028:3800::,2409:8028:38ff:ffff:ffff:ffff:ffff:ffff,56041,China Mobile Communications Corporation
2409:8028:3900::,2409:802d:ffff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:802e::,2409:802e:2908:ffff:ffff:ffff:ffff:ffff,56041,China Mobile Communications Corporation
2409:802e:2909::,2409:802e:2909:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:802e:290a::,2409:802e:290a:ffff:ffff:ffff:ffff:ffff,56041,China Mobile Communications Corporation
2409:802e:290b::,2409:802e:290b:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:802e:290c::,2409:802e:290c:ffff:ffff:ffff:ffff:ffff,56041,China Mobile Communications Corporation
2409:802e:290d::,2409:802e:290d:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:802e:290e::,2409:802e:2c02:ffff:ffff:ffff:ffff:ffff,56041,China Mobile Communications Corporation
2409:802e:2c03::,2409:802e:2c03:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:802e:2c04::,2409:802e:2c05:ffff:ffff:ffff:ffff:ffff,56041,China Mobile Communications Corporation
2409:802e:2c06::,2409:802e:2c06:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:802e:2c07::,2409:802e:2c0b:ffff:ffff:ffff:ffff:ffff,56041,China Mobile Communications Corporation
2409:802e:2c0c::,2409:802e:2c0c:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:802e:2c0d::,2409:802e:3f06:ffff:ffff:ffff:ffff:ffff,56041,China Mobile Communications Corporation
2409:802e:3f07::,2409:802f:7ff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:802f:800::,2409:802f:81c:ffff:ffff:ffff:ffff:ffff,56041,China Mobile Communications Corporation
2409:802f:81d::,2409:802f:81d:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:802f:81e::,2409:802f:290a:ffff:ffff:ffff:ffff:ffff,56041,China Mobile Communications Corporation
2409:802f:290b::,2409:802f:290b:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:802f:290c::,2409:802f:2a04:ffff:ffff:ffff:ffff:ffff,56041,China Mobile Communications Corporation
2409:802f:2a05::,2409:802f:2a05:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:802f:2a06::,2409:802f:2a0a:ffff:ffff:ffff:ffff:ffff,56041,China Mobile Communications Corporation
2409:802f:2a0b::,2409:802f:2a0b:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:802f:2a0c::,2409:802f:2b0a:ffff:ffff:ffff:ffff:ffff,56041,China Mobile Communications Corporation
2409:802f:2b0b::,2409:802f:2b0b:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:802f:2b0c::,2409:802f:2c05:ffff:ffff:ffff:ffff:ffff,56041,China Mobile Communications Corporation
2409:802f:2c06::,2409:802f:2c06:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:802f:2c07::,2409:802f:2c0a:ffff:ffff:ffff:ffff:ffff,56041,China Mobile Communications Corporation
2409:802f:2c0b::,2409:802f:2c0b:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:802f:2c0c::,2409:802f:3f08:ffff:ffff:ffff:ffff:ffff,56041,China Mobile Communications Corporation
2409:802f:3f09::,2409:802f:3f09:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:802f:3f0a::,2409:802f:3f1c:ffff:ffff:ffff:ffff:ffff,56041,China Mobile Communications Corporation
2409:802f:3f1d::,2409:802f:3f1d:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:802f:3f1e::,2409:802f:ffff:ffff:ffff:ffff:ffff:ffff,56041,China Mobile Communications Corporation
2409:8030::,2409:8037:ffff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8038::,2409:8038:ff:ffff:ffff:ffff:ffff:ffff,56045,China Mobile Communications Corporation
2409:8038:100::,2409:8038:7ff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8038:800::,2409:8038:8ff:ffff:ffff:ffff:ffff:ffff,56045,China Mobile Communications Corporation
2409:8038:900::,2409:8038:fff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8038:1000::,2409:8038:10ff:ffff:ffff:ffff:ffff:ffff,56045,China Mobile Communications Corporation
2409:8038:1100::,2409:8038:17ff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8038:1800::,2409:8038:18ff:ffff:ffff:ffff:ffff:ffff,56045,China Mobile Communications Corporation
2409:8038:1900::,2409:8038:1fff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8038:2000::,2409:8038:20ff:ffff:ffff:ffff:ffff:ffff,56045,China Mobile Communications Corporation
2409:8038:2100::,2409:8038:2fff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8038:3000::,2409:8038:30ff:ffff:ffff:ffff:ffff:ffff,56045,China Mobile Communications Corporation
2409:8038:3100::,2409:8038:37ff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8038:3800::,2409:8038:38ff:ffff:ffff:ffff:ffff:ffff,56045,China Mobile Communications Corporation
2409:8038:3900::,2409:8038:396f:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8038:3970::,2409:8038:3970:ffff:ffff:ffff:ffff:ffff,56045,China Mobile Communications Corporation
2409:8038:3971::,2409:803b:ffff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:803c::,2409:803c:ff:ffff:ffff:ffff:ffff:ffff,24444,"China Mobile Communications Group Co., Ltd"
2409:803c:100::,2409:803c:7ff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:803c:800::,2409:803c:8ff:ffff:ffff:ffff:ffff:ffff,24444,"China Mobile Communications Group Co., Ltd"
2409:803c:900::,2409:803c:fff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:803c:1000::,2409:803c:10ff:ffff:ffff:ffff:ffff:ffff,24444,"China Mobile Communications Group Co., Ltd"
2409:803c:1100::,2409:803c:17ff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:803c:1800::,2409:803c:18ff:ffff:ffff:ffff:ffff:ffff,24444,"China Mobile Communications Group Co., Ltd"
2409:803c:1900::,2409:803c:1fff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:803c:2000::,2409:803c:20ff:ffff:ffff:ffff:ffff:ffff,24444,"China Mobile Communications Group Co., Ltd"
2409:803c:2100::,2409:803c:2fff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:803c:3000::,2409:803c:3000:ffff:ffff:ffff:ffff:ffff,24444,"China Mobile Communications Group Co., Ltd"
2409:803c:3001::,2409:803c:3001:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:803c:3002::,2409:803c:3002:ffff:ffff:ffff:ffff:ffff,24444,"China Mobile Communications Group Co., Ltd"
2409:803c:3003::,2409:803c:3003:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:803c:3004::,2409:803c:307f:ffff:ffff:ffff:ffff:ffff,24444,"China Mobile Communications Group Co., Ltd"
2409:803c:3080::,2409:803c:3080:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:803c:3081::,2409:803c:308f:ffff:ffff:ffff:ffff:ffff,24444,"China Mobile Communications Group Co., Ltd"
2409:803c:3090::,2409:803c:3090:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:803c:3091::,2409:803c:3097:ffff:ffff:ffff:ffff:ffff,24444,"China Mobile Communications Group Co., Ltd"
2409:803c:3098::,2409:803c:3098:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:803c:3099::,2409:803c:309f:ffff:ffff:ffff:ffff:ffff,24444,"China Mobile Communications Group Co., Ltd"
2409:803c:30a0::,2409:803c:30a0:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:803c:30a1::,2409:803c:30af:ffff:ffff:ffff:ffff:ffff,24444,"China Mobile Communications Group Co., Ltd"
2409:803c:30b0::,2409:803c:30b0:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:803c:30b1::,2409:803c:30bf:ffff:ffff:ffff:ffff:ffff,24444,"China Mobile Communications Group Co., Ltd"
2409:803c:30c0::,2409:803c:30c0:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:803c:30c1::,2409:803c:30ff:ffff:ffff:ffff:ffff:ffff,24444,"China Mobile Communications Group Co., Ltd"
2409:803c:3100::,2409:803c:37ff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:803c:3800::,2409:803c:38ff:ffff:ffff:ffff:ffff:ffff,24444,"China Mobile Communications Group Co., Ltd"
2409:803c:3900::,2409:804b:7ff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:804b:800::,2409:804b:29fe:ffff:ffff:ffff:ffff:ffff,24445,"China Mobile Communications Group Co., Ltd"
2409:804b:29ff::,2409:804b:29ff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:804b:2a00::,2409:804b:2b0a:ffff:ffff:ffff:ffff:ffff,24445,"China Mobile Communications Group Co., Ltd"
2409:804b:2b0b::,2409:804b:2b0b:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:804b:2b0c::,2409:804b:2c05:ffff:ffff:ffff:ffff:ffff,24445,"China Mobile Communications Group Co., Ltd"
2409:804b:2c06::,2409:804b:2c06:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:804b:2c07::,2409:804b:2c0a:ffff:ffff:ffff:ffff:ffff,24445,"China Mobile Communications Group Co., Ltd"
2409:804b:2c0b::,2409:804b:2c0b:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:804b:2c0c::,2409:804b:3f12:ffff:ffff:ffff:ffff:ffff,24445,"China Mobile Communications Group Co., Ltd"
2409:804b:3f13::,2409:804b:3f13:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:804b:3f14::,2409:804b:ffff:ffff:ffff:ffff:ffff:ffff,24445,"China Mobile Communications Group Co., Ltd"
2409:804c::,2409:804f:ffff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8050::,2409:8050:ff:ffff:ffff:ffff:ffff:ffff,56047,China Mobile Communications Corporation
2409:8050:100::,2409:8050:7ff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8050:800::,2409:8050:8ff:ffff:ffff:ffff:ffff:ffff,56047,China Mobile Communications Corporation
2409:8050:900::,2409:8050:fff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8050:1000::,2409:8050:10ff:ffff:ffff:ffff:ffff:ffff,56047,China Mobile Communications Corporation
2409:8050:1100::,2409:8050:17ff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8050:1800::,2409:8050:18ff:ffff:ffff:ffff:ffff:ffff,56047,China Mobile Communications Corporation
2409:8050:1900::,2409:8050:1fff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8050:2000::,2409:8050:20ff:ffff:ffff:ffff:ffff:ffff,56047,China Mobile Communications Corporation
2409:8050:2100::,2409:8050:2fff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8050:3000::,2409:8050:30ff:ffff:ffff:ffff:ffff:ffff,56047,China Mobile Communications Corporation
2409:8050:3100::,2409:8050:37ff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8050:3800::,2409:8050:38ff:ffff:ffff:ffff:ffff:ffff,56047,China Mobile Communications Corporation
2409:8050:3900::,2409:8050:ffff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8051::,2409:8051:ff:ffff:ffff:ffff:ffff:ffff,56047,China Mobile Communications Corporation
2409:8051:100::,2409:8051:7ff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8051:800::,2409:8051:8ff:ffff:ffff:ffff:ffff:ffff,56047,China Mobile Communications Corporation
2409:8051:900::,2409:8051:fff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8051:1000::,2409:8051:10ff:ffff:ffff:ffff:ffff:ffff,56047,China Mobile Communications Corporation
2409:8051:1100::,2409:8051:17ff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8051:1800::,2409:8051:18ff:ffff:ffff:ffff:ffff:ffff,56047,China Mobile Communications Corporation
2409:8051:1900::,2409:8051:1fff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8051:2000::,2409:8051:20ff:ffff:ffff:ffff:ffff:ffff,56047,China Mobile Communications Corporation
2409:8051:2100::,2409:8051:2fff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8051:3000::,2409:8051:30ff:ffff:ffff:ffff:ffff:ffff,56047,China Mobile Communications Corporation
2409:8051:3100::,2409:8051:37ff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8051:3800::,2409:8051:38ff:ffff:ffff:ffff:ffff:ffff,56047,China Mobile Communications Corporation
2409:8051:3900::,2409:8051:ffff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8052::,2409:8052:ff:ffff:ffff:ffff:ffff:ffff,56047,China Mobile Communications Corporation
2409:8052:100::,2409:8052:7ff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8052:800::,2409:8052:8ff:ffff:ffff:ffff:ffff:ffff,56047,China Mobile Communications Corporation
2409:8052:900::,2409:8052:fff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8052:1000::,2409:8052:10ff:ffff:ffff:ffff:ffff:ffff,56047,China Mobile Communications Corporation
2409:8052:1100::,2409:8052:17ff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8052:1800::,2409:8052:18ff:ffff:ffff:ffff:ffff:ffff,56047,China Mobile Communications Corporation
2409:8052:1900::,2409:8052:1fff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8052:2000::,2409:8052:20ff:ffff:ffff:ffff:ffff:ffff,56047,China Mobile Communications Corporation
2409:8052:2100::,2409:8052:2fff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8052:3000::,2409:8052:30ff:ffff:ffff:ffff:ffff:ffff,56047,China Mobile Communications Corporation
2409:8052:3100::,2409:8052:37ff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8052:3800::,2409:8052:38ff:ffff:ffff:ffff:ffff:ffff,56047,China Mobile Communications Corporation
2409:8052:3900::,2409:8052:ffff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8053::,2409:8053:ff:ffff:ffff:ffff:ffff:ffff,56047,China Mobile Communications Corporation
2409:8053:100::,2409:8053:7ff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8053:800::,2409:8053:8ff:ffff:ffff:ffff:ffff:ffff,56047,China Mobile Communications Corporation
2409:8053:900::,2409:8053:fff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8053:1000::,2409:8053:10ff:ffff:ffff:ffff:ffff:ffff,56047,China Mobile Communications Corporation
2409:8053:1100::,2409:8053:17ff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8053:1800::,2409:8053:18ff:ffff:ffff:ffff:ffff:ffff,56047,China Mobile Communications Corporation
2409:8053:1900::,2409:8053:1fff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8053:2000::,2409:8053:20ff:ffff:ffff:ffff:ffff:ffff,56047,China Mobile Communications Corporation
2409:8053:2100::,2409:8053:2908:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8053:2909::,2409:8053:290a:ffff:ffff:ffff:ffff:ffff,56047,China Mobile Communications Corporation
2409:8053:290b::,2409:8053:2b08:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8053:2b09::,2409:8053:2bff:ffff:ffff:ffff:ffff:ffff,56047,China Mobile Communications Corporation
2409:8053:2c00::,2409:8053:2c01:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8053:2c02::,2409:8053:2c02:ffff:ffff:ffff:ffff:ffff,56047,China Mobile Communications Corporation
2409:8053:2c03::,2409:8053:2c0b:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8053:2c0c::,2409:8053:2c0c:ffff:ffff:ffff:ffff:ffff,56047,China Mobile Communications Corporation
2409:8053:2c0d::,2409:8053:2fff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8053:3000::,2409:8053:30ff:ffff:ffff:ffff:ffff:ffff,56047,China Mobile Communications Corporation
2409:8053:3100::,2409:8053:37ff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8053:3800::,2409:8053:38ff:ffff:ffff:ffff:ffff:ffff,56047,China Mobile Communications Corporation
2409:8053:3900::,2409:8053:ffff:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8054::,2409:8054:7:ffff:ffff:ffff:ffff:ffff,56040,China Mobile Communications Corporation
2409:8054:8::,2409:8054:8:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8054:9::,2409:8054:f:ffff:ffff:ffff:ffff:ffff,56040,China Mobile Communications Corporation
2409:8054:10::,2409:8054:10:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8054:11::,2409:8054:17:ffff:ffff:ffff:ffff:ffff,56040,China Mobile Communications Corporation
2409:8054:18::,2409:8054:18:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8054:19::,2409:8054:1f:ffff:ffff:ffff:ffff:ffff,56040,China Mobile Communications Corporation
2409:8054:20::,2409:8054:20:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8054:21::,2409:8054:27:ffff:ffff:ffff:ffff:ffff,56040,China Mobile Communications Corporation
2409:8054:28::,2409:8054:28:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8054:29::,2409:8054:2f:ffff:ffff:ffff:ffff:ffff,56040,China Mobile Communications Corporation
2409:8054:30::,2409:8054:30:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8054:31::,2409:8054:33:ffff:ffff:ffff:ffff:ffff,56040,China Mobile Communications Corporation
2409:8054:34::,2409:8054:34:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8054:35::,2409:8054:37:ffff:ffff:ffff:ffff:ffff,56040,China Mobile Communications Corporation
2409:8054:38::,2409:8054:38:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8054:39::,2409:8054:3b:ffff:ffff:ffff:ffff:ffff,56040,China Mobile Communications Corporation
2409:8054:3c::,2409:8054:3c:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8054:3d::,2409:8054:3f:ffff:ffff:ffff:ffff:ffff,56040,China Mobile Communications Corporation
2409:8054:40::,2409:8054:40:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8054:41::,2409:8054:43:ffff:ffff:ffff:ffff:ffff,56040,China Mobile Communications Corporation
2409:8054:44::,2409:8054:44:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8054:45::,2409:8054:4b:ffff:ffff:ffff:ffff:ffff,56040,China Mobile Communications Corporation
2409:8054:4c::,2409:8054:4c:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8054:4d::,2409:8054:4f:ffff:ffff:ffff:ffff:ffff,56040,China Mobile Communications Corporation
2409:8054:50::,2409:8054:50:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8054:51::,2409:8054:53:ffff:ffff:ffff:ffff:ffff,56040,China Mobile Communications Corporation
2409:8054:54::,2409:8054:54:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8054:55::,2409:8054:5b:ffff:ffff:ffff:ffff:ffff,56040,China Mobile Communications Corporation
2409:8054:5c::,2409:8054:5c:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8054:5d::,2409:8054:5f:ffff:ffff:ffff:ffff:ffff,56040,China Mobile Communications Corporation
2409:8054:60::,2409:8054:60:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
2409:8054:61::,2409:8054:67:ffff:ffff:ffff:ffff:ffff,56040,China Mobile Communications Corporation
2409:8054:68::,2409:8054:68:ffff:ffff:ffff:ffff:ffff,9808,"China Mobile Communications Group Co., Ltd"
